name,ra,dec,imagename,paper_id,flag_discovery,redshift_source,redshift_source_secure,flag_source_redshift,redshift_lens,redshift_lens_secure,flag_lens_redshift,n_images,image_configuration,image_separation,lens_type,source_type,flag_confirmed,flag_contaminant,contaminant_type,flag_candidate,candidate_score,uploader_comment,other_comment
SDSS J0757+4313,119.4754,43.231606,,2021MNRAS.502.4617T,True,1.2165009,True,True,0.514768,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J0747+4448,116.8948,44.816483,,2021MNRAS.502.4617T,True,0.8965651,True,True,0.43641,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Discernable OII(b, a). Well-formed HIb. Potential sky contamination near HIb. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Occurrence of detections observed in the restframe near the right side of the candidate emission-line is significantly more common than the local median around HIb. Occurance of passed first-inspection detections observed in the restframe near the right side of the candidate emission-line is significantly more common than the local median around OII(b, a).",
SDSS J0747+5055,116.85052,50.92708,,2021MNRAS.502.4617T,True,0.898313,True,True,0.438442,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. SN is>=12 for OII(b, a). Multiple emission-line evidence. Discernable OII(b, a). Discernable HIc. Discernable HIb. Occurrence of detections observed in the observed frame near the center of the candidate emission-line is slightly more common than the local median around OII(b, a). Occurrence of detections observed in the restframe near the left side of the candidate emission-line is significantly more common than the local median around HIc. Potential sky contamination near HIb.",
SDSS J0758+4600,119.54623,46.01141,,2021MNRAS.502.4617T,True,1.1031376,True,True,0.501847,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Well-formed OII(b, a). Emergent HIc. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Occurrence of detections observed in the restframe near the right side of the candidate emission-line is slightly more common than the local median around HIc.",
SDSS J0750+5240,117.68868,52.667355,,2021MNRAS.502.4617T,True,1.1615629,True,True,0.546314,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.0," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J0757+4750,119.48475,47.836903,,2021MNRAS.502.4617T,True,1.1615629,True,True,0.463835,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J0802+4249,120.53274,42.819897,,2021MNRAS.502.4617T,True,1.1645505,True,True,0.45039,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Suspicious variance in calibration or sky model observed.",
SDSS J0816+4521,124.08326,45.35492,,2021MNRAS.502.4617T,True,1.230323,True,True,0.475581,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Candidate emission-line OII(b, a) might be mistaken as foreground FeVI.",
SDSS J0830+5116,127.70722,51.275513,,2021MNRAS.502.4617T,True,1.3316735,True,True,0.53021,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. SN is>=12 for OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Candidate emission-line OII(b, a) might be mistaken as foreground FeVI. Doublet shape is wider than the single emission-lines of the target.",
SDSS J0826+5102,126.61611,51.035522,,2021MNRAS.502.4617T,True,1.2068241,True,True,0.612032,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian.",
SDSS J0841+5017,130.34059,50.289005,,2021MNRAS.502.4617T,True,1.2875358,True,True,0.554213,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in MZLS+BASS image and SDSS image), which implies a total grade of A+.",
SDSS J0837+4937,129.3626,49.617695,,2021MNRAS.502.4617T,True,1.1901191,True,True,0.551383,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J0830+4940,127.73774,49.676315,,2021MNRAS.502.4617T,True,0.99144214,True,True,0.507031,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Candidate emission-line OII(b, a) might be mistaken as foreground FeII. Doublet shape is wider than the single emission-lines of the target. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0840+5051,130.22578,50.86476,,2021MNRAS.502.4617T,True,1.434825,True,True,0.55359,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in MZLS+BASS image), which implies a total grade of A+.",
SDSS J0234+0110,38.53305,1.1766151,,2021MNRAS.502.4617T,True,1.054319,True,True,0.266147,True,True,,,,SN_GAL1,EMISSION LINE GALAXY,False,False,,True,2.5," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Suspicious variance in calibration or sky model observed. Candidate emission-line OII(b, a) might be mistaken as foreground OI. Doublet shape is wider than the single emission-lines of the target.",
SDSS J0749+3306,117.28071,33.109608,,2021MNRAS.502.4617T,True,1.4186213,True,True,0.565812,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Suspicious variance in calibration or sky model observed. Discernable Raw signal. Candidate emission-line OII(b, a) might be mistaken as foreground NII. Doublet shape is wider than the single emission-lines of the target.",
SDSS J0802+2926,120.55626,29.448847,,2021MNRAS.502.4617T,True,1.1496497,True,True,0.487303,True,True,,,,QSO,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J0829+3512,127.25393,35.200684,,2021MNRAS.502.4617T,True,0.89481974,True,True,0.331295,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Candidate emission-line OII(b, a) might be mistaken as foreground CaV. Doublet shape is wider than the single emission-lines of the target.",
SDSS J0834+3908,128.50948,39.146854,,2021MNRAS.502.4617T,True,1.3327476,True,True,0.515787,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of an arc (emergent in MZLS+BASS image and SDSS image), which implies a total grade of A+.",
SDSS J0915-0055,138.81917,-0.9168413,,2021MNRAS.502.4617T,True,1.1705395,True,True,0.402212,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals unsupportive indications of nearby foreground galaxy (well-formed in DECaLS image and SDSS image), which implies a total grade of A-.",
SDSS J1025-0131,156.459,-1.5168709,,2021MNRAS.502.4617T,True,0.99833286,True,True,0.469767,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J1034-0209,158.68088,-2.1569505,,2021MNRAS.502.4617T,True,1.3733823,True,True,0.601345,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Visual inspection of the image reveals supportive indications of an arc (emergent in DECaLS image), which implies a total grade of A.",
SDSS J1125-0230,171.4717,-2.5029347,,2021MNRAS.502.4617T,True,1.5291102,True,True,0.745555,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of nearby object (emergent in DECaLS image and SDSS image), which implies a total grade of B-.",
SDSS J1118-0217,169.74416,-2.2891805,,2021MNRAS.502.4617T,True,1.2068241,True,True,0.558399,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Candidate emission-line OII(b, a) might be mistaken as foreground FeVII. Doublet shape is wider than the single emission-lines of the target.",
SDSS J1141-0024,175.25749,-0.4089674,,2021MNRAS.502.4617T,True,1.1931475,True,True,0.541766,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Candidate emission-line OII(b, a) might be mistaken as foreground FeXIV. Doublet shape is wider than the single emission-lines of the target.",
SDSS J1154-0147,178.71033,-1.787036,,2021MNRAS.502.4617T,True,1.1570879,True,True,0.581223,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Emergent OII(b, a). Candidate emission-line OII(b, a) might be mistaken as foreground FeIII. Occurrence of detections observed in the restframe near the left side of the candidate emission-line is slightly more common than the local median around OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of an arc (discernable in DECaLS image and SDSS image), which implies a total grade of A-.",
SDSS J1221-0248,185.2743,-2.8099818,,2021MNRAS.502.4617T,True,0.89612883,True,True,0.345333,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian.",
SDSS J1234-0241,188.61662,-2.691557,,2021MNRAS.502.4617T,True,1.0158942,True,True,0.489979,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). OII(b, a) doublet feature is indicated in individual exposures. Multiple emission-line evidence. Well-formed OII(b, a). Emergent HIc. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Occurrence of detections observed in the observed frame near the center of the candidate emission-line is significantly more common than the local median around OII(b, a).",
SDSS J0944-0147,146.11446,-1.7951213,,2021MNRAS.502.4617T,True,1.178551,True,True,0.538887,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Candidate emission-line OII(b, a) might be mistaken as foreground FeVII. Doublet shape is wider than the single emission-lines of the target.",
SDSS J1016-0208,154.24287,-2.1425846,,2021MNRAS.502.4617T,True,1.0034009,True,True,0.469879,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Emergent OIII(b, a) 3/1 pattern. Multiple emission-line evidence. Discernable OII(b, a). Emergent HIb. Emergent OIIIb. Well-formed OIIIa. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Potential sky contamination near OIIIa. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J1052-0213,163.16986,-2.2275076,,2021MNRAS.502.4617T,True,1.4835205,True,True,0.462435,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in DECaLS image), which implies a total grade of B.",
SDSS J1119-0206,169.89757,-2.107628,,2021MNRAS.502.4617T,True,1.5472286,True,True,0.548522,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of an arc (emergent in DECaLS image and SDSS image), which implies a total grade of A+.",
SDSS J1117-0133,169.40717,-1.5524746,,2021MNRAS.502.4617T,True,1.2859554,True,True,0.466967,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. SN is>=12 for OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Occurrence of detections observed in the observed frame near the left side of the candidate emission-line is slightly more common than the local median around OII(b, a). Occurrence of detections observed in the observed frame near the right side of the candidate emission-line is slightly more common than the local median around OII(b, a). OII(b, a) doublet feature is indicated in individual exposures. Candidate emission-line OII(b, a) might be mistaken as foreground CIV. Doublet shape is wider than the single emission-lines of the target.",
SDSS J1227-0231,186.85423,-2.5303595,,2021MNRAS.502.4617T,True,1.1805588,True,True,0.456328,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Visual inspection of the image reveals supportive indications of nearby object (discernable in DECaLS image), which implies a total grade of B.",
SDSS J1226-0208,186.68913,-2.1404445,,2021MNRAS.502.4617T,True,1.4881002,True,True,0.486152,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Occurance of passed first-inspection detections observed in the restframe near the left side of the candidate emission-line is significantly more common than the local median around OII(b, a).",
